Date,Home Team,Visitor Team,Home Score,Visitor Score,Location,Season,Season Type,Spread,Total,Result
9/2/2017,Tulane,Grambling State,43,14,Visitor,2017-18,Regular,29,57,W
9/2/2017,Ohio,Hampton,59,0,Visitor,2017-18,Regular,59,59,W
9/2/2017,Kansas State,Central Arkansas,55,19,Visitor,2017-18,Regular,36,74,W
9/2/2017,Iowa State,Northern Iowa,42,24,Visitor,2017-18,Regular,18,66,W
9/2/2017,Oregon,Southern Utah,77,21,Visitor,2017-18,Regular,56,98,W
9/2/2017,Arizona,Northern Arizona,62,24,Visitor,2017-18,Regular,38,86,W
9/2/2017,UAB,Alabama A&M,38,7,Visitor,2017-18,Regular,31,45,W
9/2/2017,TCU,Jackson State,63,0,Visitor,2017-18,Regular,63,63,W
9/2/2017,Hawaii,Western Carolina,41,18,Visitor,2017-18,Regular,23,59,W
9/2/2017,Alabama,Florida State,24,7,Neutral,2017-18,Regular,17,31,W
9/2/2017,LSU,BYU,27,0,Neutral,2017-18,Regular,27,27,W
9/2/2017,Virginia,William & Mary,28,10,Visitor,2017-18,Regular,18,38,W
9/2/2017,New Mexico,Abilene Christian,38,14,Visitor,2017-18,Regular,24,52,W
9/2/2017,Pittsburgh,Youngstown State,28,21,Visitor,2017-18,Regular,7,49,W
9/2/2017,Western Kentucky,Eastern Kentucky,31,17,Visitor,2017-18,Regular,14,48,W
9/2/2017,Northwestern,Nevada,31,20,Visitor,2017-18,Regular,11,51,W
9/2/2017,Illinois,Ball State,24,21,Visitor,2017-18,Regular,3,45,W
9/2/2017,NC State,South Carolina,28,35,Neutral,2017-18,Regular,-7,63,L
9/2/2017,Louisiana Tech,Northwestern State,52,24,Visitor,2017-18,Regular,28,76,W
9/2/2017,Baylor,Liberty,45,48,Visitor,2017-18,Regular,-3,93,L
9/2/2017,Texas State,Houston Baptist,20,11,Visitor,2017-18,Regular,9,31,W
9/2/2017,UNLV,Howard,40,43,Visitor,2017-18,Regular,-3,83,L
9/2/2017,South Florida,Stony Brook,31,17,Visitor,2017-18,Regular,14,48,W
9/2/2017,Old Dominion,Albany,31,17,Visitor,2017-18,Regular,14,48,W
9/2/2017,Kansas,SE Missouri State,38,16,Visitor,2017-18,Regular,22,54,W
9/2/2017,San Diego State,UC Davis,38,17,Visitor,2017-18,Regular,21,55,W
9/2/2017,Washington State,Montana State,31,0,Visitor,2017-18,Regular,31,31,W
9/2/2017,Purdue,Louisville,28,35,Neutral,2017-18,Regular,-7,63,L
9/2/2017,North Carolina,California,30,35,Visitor,2017-18,Regular,-5,65,L
9/2/2017,Texas,Maryland,41,51,Visitor,2017-18,Regular,-10,92,L
9/2/2017,Auburn,Georgia Southern,41,7,Visitor,2017-18,Regular,34,48,W
9/2/2017,Florida,Michigan,17,33,Neutral,2017-18,Regular,-16,50,L
9/2/2017,Middle Tenn St,Vanderbilt,6,28,Visitor,2017-18,Regular,-22,34,L
9/2/2017,UL Lafayette,SE Louisiana,51,48,Visitor,2017-18,Regular,3,99,W
9/2/2017,USC,Western Michigan,49,31,Visitor,2017-18,Regular,18,80,W
9/2/2017,Oregon State,Portland State,35,32,Visitor,2017-18,Regular,3,67,W
9/2/2017,Nebraska,Arkansas State,43,36,Visitor,2017-18,Regular,7,79,W
9/2/2017,Missouri,Missouri State,72,43,Visitor,2017-18,Regular,29,115,W
9/2/2017,Miami Florida,Bethune Cookman,41,13,Visitor,2017-18,Regular,28,54,W
9/2/2017,East Carolina,James Madison,14,34,Visitor,2017-18,Regular,-20,48,L
9/2/2017,Mississippi,South Alabama,47,27,Visitor,2017-18,Regular,20,74,W
9/3/2017,Virginia Tech,West Virginia,31,24,Neutral,2017-18,Regular,7,55,W
9/3/2017,UCLA,Texas A&M,45,44,Visitor,2017-18,Regular,1,89,W
9/3/2017,Virginia Tech,West Virginia,31,24,Neutral,2017-18,Regular,7,55,W
9/4/2017,Georgia Tech,Tennessee,41,42,Neutral,2017-18,Regular,-1,83,L
9/4/2017,Georgia Tech,Tennessee,41,42,Neutral,2017-18,Regular,-1,83,L
9/7/2017,Utah State,Idaho State,51,13,Visitor,2017-18,Regular,38,64,W
9/8/2017,Purdue,Ohio,44,21,Visitor,2017-18,Regular,23,65,W
9/8/2017,Florida Intl,Alcorn State,17,10,Neutral,2017-18,Regular,7,27,W
9/8/2017,Florida Intl,Alcorn State,17,10,Neutral,2017-18,Regular,7,27,W
9/8/2017,South Alabama,Oklahoma State,7,44,Visitor,2017-18,Regular,-37,51,L
9/9/2017,Duke,Northwestern,41,17,Visitor,2017-18,Regular,24,58,W
9/9/2017,Illinois,Western Kentucky,20,7,Visitor,2017-18,Regular,13,27,W
9/9/2017,Michigan State,Western Michigan,28,14,Visitor,2017-18,Regular,14,42,W
9/9/2017,USC,Stanford,42,24,Visitor,2017-18,Regular,18,66,W
9/9/2017,UCLA,Hawaii,56,23,Visitor,2017-18,Regular,33,79,W
9/9/2017,Texas,San Jose State,56,0,Visitor,2017-18,Regular,56,56,W
9/9/2017,West Virginia,East Carolina,56,20,Visitor,2017-18,Regular,36,76,W
9/9/2017,Clemson,Auburn,14,6,Visitor,2017-18,Regular,8,20,W
9/9/2017,Iowa State,Iowa,41,44,Visitor,2017-18,Regular,-3,85,L
9/9/2017,Kansas State,Charlotte U,55,7,Visitor,2017-18,Regular,48,62,W
9/9/2017,SMU,North Texas,54,32,Visitor,2017-18,Regular,22,86,W
9/9/2017,Tulsa,UL Lafayette,66,42,Visitor,2017-18,Regular,24,108,W
9/9/2017,Maryland,Towson,63,17,Visitor,2017-18,Regular,46,80,W
9/9/2017,Georgia Tech,Jacksonville State,37,10,Visitor,2017-18,Regular,27,47,W
9/9/2017,Northern Illinois,Eastern Illinois,38,10,Visitor,2017-18,Regular,28,48,W
9/9/2017,Georgia Southern,New Hampshire,12,22,Neutral,2017-18,Regular,-10,34,L
9/9/2017,Southern Miss,Southern,45,0,Visitor,2017-18,Regular,45,45,W
9/9/2017,Ball State,UAB,51,31,Visitor,2017-18,Regular,20,82,W
9/9/2017,Washington,Montana,63,7,Visitor,2017-18,Regular,56,70,W
9/9/2017,Akron,Arkansas Pine Bluff,52,3,Visitor,2017-18,Regular,49,55,W
9/9/2017,Penn State,Pittsburgh,33,14,Visitor,2017-18,Regular,19,47,W
9/9/2017,Vanderbilt,Alabama A&M,42,0,Visitor,2017-18,Regular,42,42,W
9/9/2017,Missouri,South Carolina,13,31,Visitor,2017-18,Regular,-18,44,L
9/9/2017,Kentucky,Eastern Kentucky,27,16,Visitor,2017-18,Regular,11,43,W
9/9/2017,Kent,Howard,38,31,Visitor,2017-18,Regular,7,69,W
9/9/2017,Michigan,Cincinnati,36,14,Visitor,2017-18,Regular,22,50,W
9/9/2017,Temple,Villanova,16,13,Visitor,2017-18,Regular,3,29,W
9/9/2017,Nevada,Toledo,24,37,Visitor,2017-18,Regular,-13,61,L
9/9/2017,Notre Dame,Georgia,19,20,Visitor,2017-18,Regular,-1,39,L
9/9/2017,Arizona State,San Diego State,20,30,Visitor,2017-18,Regular,-10,50,L
9/9/2017,Syracuse,Middle Tenn St,23,30,Visitor,2017-18,Regular,-7,53,L
9/9/2017,UTEP,Rice,14,31,Visitor,2017-18,Regular,-17,45,L
9/9/2017,Colorado State,Abilene Christian,38,10,Visitor,2017-18,Regular,28,48,W
9/9/2017,Wisconsin,Florida Atlantic,31,14,Visitor,2017-18,Regular,17,45,W
9/9/2017,LSU,Tennessee Chat,45,10,Visitor,2017-18,Regular,35,55,W
9/9/2017,Tennessee,Indiana State,42,7,Visitor,2017-18,Regular,35,49,W
9/9/2017,Wyoming,Gardner Webb,27,0,Visitor,2017-18,Regular,27,27,W
9/9/2017,Miami Ohio,Austin Peay,31,10,Visitor,2017-18,Regular,21,41,W
9/9/2017,Virginia Tech,Delaware,27,0,Visitor,2017-18,Regular,27,27,W
9/9/2017,California,Weber State,33,20,Visitor,2017-18,Regular,13,53,W
9/9/2017,Bowling Green,South Dakota,27,35,Visitor,2017-18,Regular,-8,62,L
9/9/2017,Massachusetts,Old Dominion,7,17,Visitor,2017-18,Regular,-10,24,L
9/9/2017,Appalachian St,Savannah State,54,7,Visitor,2017-18,Regular,47,61,W
9/9/2017,BYU,Utah,13,19,Visitor,2017-18,Regular,-6,32,L
9/9/2017,Oregon,Nebraska,42,35,Visitor,2017-18,Regular,7,77,W
9/9/2017,Baylor,UTSA,10,17,Visitor,2017-18,Regular,-7,27,L
9/9/2017,NC State,Marshall,37,20,Visitor,2017-18,Regular,17,57,W
9/9/2017,Mississippi,Tennessee-Martin,45,23,Visitor,2017-18,Regular,22,68,W
9/9/2017,Washington State,Boise State,47,44,Visitor,2017-18,Regular,3,91,W
9/9/2017,Alabama,Fresno State,41,10,Visitor,2017-18,Regular,31,51,W
9/9/2017,Colorado,Texas State,37,3,Visitor,2017-18,Regular,34,40,W
9/9/2017,Oregon State,Minnesota,14,48,Visitor,2017-18,Regular,-34,62,L
9/9/2017,Georgia Southern,New Hampshire,12,22,Neutral,2017-18,Regular,-10,34,L
9/9/2017,Troy,Alabama State,34,7,Visitor,2017-18,Regular,27,41,W
9/9/2017,Kansas,Central Michigan,27,45,Visitor,2017-18,Regular,-18,72,L
9/9/2017,Arizona,Houston,16,19,Visitor,2017-18,Regular,-3,35,L
9/9/2017,Army,Buffalo,21,17,Visitor,2017-18,Regular,4,38,W
9/9/2017,Idaho,UNLV,16,44,Visitor,2017-18,Regular,-28,60,L
9/9/2017,Boston College,Wake Forest,10,34,Visitor,2017-18,Regular,-24,44,L
9/9/2017,North Carolina,Louisville,35,47,Visitor,2017-18,Regular,-12,82,L
9/9/2017,New Mexico,New Mexico State,28,30,Visitor,2017-18,Regular,-2,58,L
9/9/2017,Louisiana Tech,Mississippi St,21,57,Visitor,2017-18,Regular,-36,78,L
9/9/2017,Navy,Tulane,23,21,Visitor,2017-18,Regular,2,44,W
9/9/2017,Texas A&M,Nicholls State,24,14,Visitor,2017-18,Regular,10,38,W
9/9/2017,Ohio State,Oklahoma,16,31,Visitor,2017-18,Regular,-15,47,L
9/9/2017,Rutgers,Eastern Michigan,13,16,Visitor,2017-18,Regular,-3,29,L
9/9/2017,Arkansas,TCU,7,28,Visitor,2017-18,Regular,-21,35,L
9/9/2017,Virginia,Indiana,17,34,Visitor,2017-18,Regular,-17,51,L
9/14/2017,Boise State,New Mexico,28,14,Visitor,2017-18,Regular,14,42,W
9/15/2017,South Florida,Illinois,47,23,Visitor,2017-18,Regular,24,70,W
9/15/2017,Temple,Massachusetts,29,21,Visitor,2017-18,Regular,8,50,W
9/15/2017,UTEP,Arizona,16,63,Visitor,2017-18,Regular,-47,79,L
9/16/2017,Minnesota,Middle Tenn St,34,3,Visitor,2017-18,Regular,31,37,W
9/16/2017,Northwestern,Bowling Green,49,7,Visitor,2017-18,Regular,42,56,W
9/16/2017,Memphis,UCLA,48,45,Visitor,2017-18,Regular,3,93,W
9/16/2017,Utah,San Jose State,54,16,Visitor,2017-18,Regular,38,70,W
9/16/2017,Washington State,Oregon State,52,23,Visitor,2017-18,Regular,29,75,W
9/16/2017,San Diego State,Stanford,20,17,Visitor,2017-18,Regular,3,37,W
9/16/2017,Duke,Baylor,34,20,Visitor,2017-18,Regular,14,54,W
9/16/2017,Ohio,Kansas,42,30,Visitor,2017-18,Regular,12,72,W
9/16/2017,Oklahoma,Tulane,56,14,Visitor,2017-18,Regular,42,70,W
9/16/2017,Texas Tech,Arizona State,52,45,Visitor,2017-18,Regular,7,97,W
9/16/2017,California,Mississippi,27,16,Visitor,2017-18,Regular,11,43,W
9/16/2017,Mississippi St,LSU,37,7,Visitor,2017-18,Regular,30,44,W
9/16/2017,Vanderbilt,Kansas State,14,7,Visitor,2017-18,Regular,7,21,W
9/16/2017,Texas State,Appalachian St,13,20,Visitor,2017-18,Regular,-7,33,L
9/16/2017,New Mexico State,Troy,24,27,Visitor,2017-18,Regular,-3,51,L
9/16/2017,Houston,Rice,38,3,Visitor,2017-18,Regular,35,41,W
9/16/2017,Syracuse,Central Michigan,41,17,Visitor,2017-18,Regular,24,58,W
9/16/2017,Wake Forest,Utah State,46,10,Visitor,2017-18,Regular,36,56,W
9/16/2017,Virginia,Connecticut,38,18,Visitor,2017-18,Regular,20,56,W
9/16/2017,UAB,Coastal Carolina,30,23,Visitor,2017-18,Regular,7,53,W
9/16/2017,Rutgers,Morgan State,65,0,Visitor,2017-18,Regular,65,65,W
9/16/2017,Marshall,Kent,21,0,Visitor,2017-18,Regular,21,21,W
9/16/2017,Florida Atlantic,Bethune Cookman,45,0,Visitor,2017-18,Regular,45,45,W
9/16/2017,South Alabama,Alabama A&M,45,0,Visitor,2017-18,Regular,45,45,W
9/16/2017,Penn State,Georgia State,56,0,Visitor,2017-18,Regular,56,56,W
9/16/2017,Texas A&M,UL Lafayette,45,21,Visitor,2017-18,Regular,24,66,W
9/16/2017,Auburn,Mercer,24,10,Visitor,2017-18,Regular,14,34,W
9/16/2017,Wyoming,Oregon,13,49,Visitor,2017-18,Regular,-36,62,L
9/16/2017,Louisville,Clemson,21,47,Visitor,2017-18,Regular,-26,68,L
9/16/2017,West Virginia,Delaware State,59,16,Visitor,2017-18,Regular,43,75,W
9/16/2017,Missouri,Purdue,3,35,Visitor,2017-18,Regular,-32,38,L
9/16/2017,South Carolina,Kentucky,13,23,Visitor,2017-18,Regular,-10,36,L
9/16/2017,UTSA,Southern,51,17,Visitor,2017-18,Regular,34,68,W
9/16/2017,Nebraska,Northern Illinois,17,21,Visitor,2017-18,Regular,-4,38,L
9/16/2017,Miami Ohio,Cincinnati,17,21,Visitor,2017-18,Regular,-4,38,L
9/16/2017,NC State,Furman,49,16,Visitor,2017-18,Regular,33,65,W
9/16/2017,Ball State,Tennessee Tech,28,13,Visitor,2017-18,Regular,15,41,W
9/16/2017,Charlotte U,North Carolina A&T,31,35,Visitor,2017-18,Regular,-4,66,L
9/16/2017,Buffalo,Colgate,33,10,Visitor,2017-18,Regular,23,43,W
9/16/2017,Nevada,Idaho State,28,30,Visitor,2017-18,Regular,-2,58,L
9/16/2017,Arkansas State,Arkansas Pine Bluff,48,3,Visitor,2017-18,Regular,45,51,W
9/16/2017,Georgia,Samford,42,14,Visitor,2017-18,Regular,28,56,W
9/16/2017,USC,Texas,27,24,Visitor,2017-18,Regular,3,51,W
9/16/2017,Alabama,Colorado State,41,23,Visitor,2017-18,Regular,18,64,W
9/16/2017,Western Kentucky,Louisiana Tech,22,23,Visitor,2017-18,Regular,-1,45,L
9/16/2017,Washington,Fresno State,48,16,Visitor,2017-18,Regular,32,64,W
9/16/2017,Ohio State,Army,38,7,Visitor,2017-18,Regular,31,45,W
9/16/2017,Pittsburgh,Oklahoma State,21,59,Visitor,2017-18,Regular,-38,80,L
9/16/2017,TCU,SMU,56,36,Visitor,2017-18,Regular,20,92,W
9/16/2017,Old Dominion,North Carolina,23,53,Visitor,2017-18,Regular,-30,76,L
9/16/2017,Florida,Tennessee,26,20,Visitor,2017-18,Regular,6,46,W
9/16/2017,Toledo,Tulsa,54,51,Visitor,2017-18,Regular,3,105,W
9/16/2017,East Carolina,Virginia Tech,17,64,Visitor,2017-18,Regular,-47,81,L
9/16/2017,Boston College,Notre Dame,20,49,Visitor,2017-18,Regular,-29,69,L
9/16/2017,Colorado,Northern Colorado,41,21,Visitor,2017-18,Regular,20,62,W
9/16/2017,BYU,Wisconsin,6,40,Visitor,2017-18,Regular,-34,46,L
9/16/2017,Western Michigan,Idaho,37,28,Visitor,2017-18,Regular,9,65,W
9/16/2017,Michigan,Air Force,29,13,Visitor,2017-18,Regular,16,42,W
9/16/2017,Iowa,North Texas,31,14,Visitor,2017-18,Regular,17,45,W
9/16/2017,Akron,Iowa State,14,41,Visitor,2017-18,Regular,-27,55,L
9/21/2017,South Florida,Temple,43,7,Visitor,2017-18,Regular,36,50,W
9/22/2017,Arizona,Utah,24,30,Visitor,2017-18,Regular,-6,54,L
9/22/2017,Boise State,Virginia,23,42,Visitor,2017-18,Regular,-19,65,L
9/23/2017,California,USC,20,30,Visitor,2017-18,Regular,-10,50,L
9/23/2017,Iowa,Penn State,19,21,Visitor,2017-18,Regular,-2,40,L
9/23/2017,Tulane,Army,21,17,Visitor,2017-18,Regular,4,38,W
9/23/2017,Georgia Tech,Pittsburgh,35,17,Visitor,2017-18,Regular,18,52,W
9/23/2017,Washington State,Nevada,45,7,Visitor,2017-18,Regular,38,52,W
9/23/2017,Arizona State,Oregon,37,35,Visitor,2017-18,Regular,2,72,W
9/23/2017,Stanford,UCLA,58,34,Visitor,2017-18,Regular,24,92,W
9/23/2017,Kentucky,Florida,27,28,Visitor,2017-18,Regular,-1,55,L
9/23/2017,Virginia Tech,Old Dominion,38,0,Visitor,2017-18,Regular,38,38,W
9/23/2017,Baylor,Oklahoma,41,49,Visitor,2017-18,Regular,-8,90,L
9/23/2017,Miami Florida,Toledo,52,30,Visitor,2017-18,Regular,22,82,W
9/23/2017,Texas A&M,Arkansas,50,43,Neutral,2017-18,Regular,7,93,W
9/23/2017,Appalachian St,Wake Forest,19,20,Visitor,2017-18,Regular,-1,39,L
9/23/2017,Wyoming,Hawaii,28,21,Visitor,2017-18,Regular,7,49,W
9/23/2017,Indiana,Georgia Southern,52,17,Visitor,2017-18,Regular,35,69,W
9/23/2017,Buffalo,Florida Atlantic,34,31,Visitor,2017-18,Regular,3,65,W
9/23/2017,Kansas,West Virginia,34,56,Visitor,2017-18,Regular,-22,90,L
9/23/2017,Georgia,Mississippi St,31,3,Visitor,2017-18,Regular,28,34,W
9/23/2017,Navy,Cincinnati,42,32,Visitor,2017-18,Regular,10,74,W
9/23/2017,SMU,Arkansas State,44,21,Visitor,2017-18,Regular,23,65,W
9/23/2017,Middle Tenn St,Bowling Green,24,13,Visitor,2017-18,Regular,11,37,W
9/23/2017,New Mexico State,UTEP,41,14,Visitor,2017-18,Regular,27,55,W
9/23/2017,Central Michigan,Miami Ohio,14,31,Visitor,2017-18,Regular,-17,45,L
9/23/2017,Houston,Texas Tech,24,27,Visitor,2017-18,Regular,-3,51,L
9/23/2017,Coastal Carolina,Western Illinois,10,52,Visitor,2017-18,Regular,-42,62,L
9/23/2017,Memphis,So Illinois,44,31,Visitor,2017-18,Regular,13,75,W
9/23/2017,Tulsa,New Mexico,13,16,Visitor,2017-18,Regular,-3,29,L
9/23/2017,Eastern Michigan,Ohio,20,27,Visitor,2017-18,Regular,-7,47,L
9/23/2017,Troy,Akron,22,17,Visitor,2017-18,Regular,5,39,W
9/23/2017,Vanderbilt,Alabama,0,59,Visitor,2017-18,Regular,-59,59,L
9/23/2017,Louisville,Kent,42,3,Visitor,2017-18,Regular,39,45,W
9/23/2017,Western Michigan,Wagner,49,14,Visitor,2017-18,Regular,35,63,W
9/23/2017,Charlotte U,Georgia State,0,28,Visitor,2017-18,Regular,-28,28,L
9/23/2017,North Texas,UAB,46,43,Visitor,2017-18,Regular,3,89,W
9/23/2017,Western Kentucky,Ball State,33,21,Visitor,2017-18,Regular,12,54,W
9/23/2017,Missouri,Auburn,14,51,Visitor,2017-18,Regular,-37,65,L
9/23/2017,Tennessee,Massachusetts,17,13,Visitor,2017-18,Regular,4,30,W
9/23/2017,Air Force,San Diego State,24,28,Visitor,2017-18,Regular,-4,52,L
9/23/2017,LSU,Syracuse,35,26,Visitor,2017-18,Regular,9,61,W
9/23/2017,Texas State,UTSA,14,44,Visitor,2017-18,Regular,-30,58,L
9/23/2017,South Alabama,Idaho,23,29,Visitor,2017-18,Regular,-6,52,L
9/23/2017,Nebraska,Rutgers,27,17,Visitor,2017-18,Regular,10,44,W
9/23/2017,San Jose State,Utah State,10,61,Visitor,2017-18,Regular,-51,71,L
9/23/2017,Clemson,Boston College,34,7,Visitor,2017-18,Regular,27,41,W
9/23/2017,South Carolina,Louisiana Tech,17,16,Visitor,2017-18,Regular,1,33,W
9/23/2017,Purdue,Michigan,10,28,Visitor,2017-18,Regular,-18,38,L
9/23/2017,Rice,Florida Intl,7,13,Visitor,2017-18,Regular,-6,20,L
9/23/2017,Oklahoma State,TCU,31,44,Visitor,2017-18,Regular,-13,75,L
9/23/2017,UL Lafayette,UL Monroe,50,56,Visitor,2017-18,Regular,-6,106,L
9/23/2017,Texas A&M,Arkansas,50,43,Neutral,2017-18,Regular,7,93,W
9/23/2017,Michigan State,Notre Dame,18,38,Visitor,2017-18,Regular,-20,56,L
9/23/2017,Ohio State,UNLV,54,21,Visitor,2017-18,Regular,33,75,W
9/23/2017,Florida State,NC State,21,27,Visitor,2017-18,Regular,-6,48,L
9/23/2017,Maryland,Central Florida,10,38,Visitor,2017-18,Regular,-28,48,L
9/23/2017,Colorado,Washington,10,37,Visitor,2017-18,Regular,-27,47,L
9/23/2017,North Carolina,Duke,17,27,Visitor,2017-18,Regular,-10,44,L
9/24/2017,Connecticut,East Carolina,38,41,Visitor,2017-18,Regular,-3,79,L
9/28/2017,Iowa State,Texas,7,17,Visitor,2017-18,Regular,-10,24,L
9/29/2017,Utah State,BYU,40,24,Visitor,2017-18,Regular,16,64,W
9/29/2017,Washington State,USC,30,27,Visitor,2017-18,Regular,3,57,W
9/29/2017,Illinois,Nebraska,6,28,Visitor,2017-18,Regular,-22,34,L
9/29/2017,Duke,Miami Florida,6,31,Visitor,2017-18,Regular,-25,37,L
9/30/2017,Oregon,California,45,24,Visitor,2017-18,Regular,21,69,W
9/30/2017,Temple,Houston,13,20,Visitor,2017-18,Regular,-7,33,L
9/30/2017,Alabama,Mississippi,66,3,Visitor,2017-18,Regular,63,69,W
9/30/2017,Michigan State,Iowa,17,10,Visitor,2017-18,Regular,7,27,W
9/30/2017,Auburn,Mississippi St,49,10,Visitor,2017-18,Regular,39,59,W
9/30/2017,Penn State,Indiana,45,14,Visitor,2017-18,Regular,31,59,W
9/30/2017,Western Michigan,Ball State,55,3,Visitor,2017-18,Regular,52,58,W
9/30/2017,Boston College,Central Michigan,28,8,Visitor,2017-18,Regular,20,36,W
9/30/2017,Florida,Vanderbilt,38,24,Visitor,2017-18,Regular,14,62,W
9/30/2017,Georgia Tech,North Carolina,33,7,Visitor,2017-18,Regular,26,40,W
9/30/2017,UNLV,San Jose State,41,13,Visitor,2017-18,Regular,28,54,W
9/30/2017,SMU,Connecticut,49,28,Visitor,2017-18,Regular,21,77,W
9/30/2017,Pittsburgh,Rice,42,10,Visitor,2017-18,Regular,32,52,W
9/30/2017,Texas Tech,Oklahoma State,34,41,Visitor,2017-18,Regular,-7,75,L
9/30/2017,Wyoming,Texas State,45,10,Visitor,2017-18,Regular,35,55,W
9/30/2017,Notre Dame,Miami Ohio,52,17,Visitor,2017-18,Regular,35,69,W
9/30/2017,Florida Atlantic,Middle Tenn St,38,20,Visitor,2017-18,Regular,18,58,W
9/30/2017,UL Monroe,Coastal Carolina,51,43,Visitor,2017-18,Regular,8,94,W
9/30/2017,New Mexico,Air Force,56,38,Visitor,2017-18,Regular,18,94,W
9/30/2017,Louisiana Tech,South Alabama,34,16,Visitor,2017-18,Regular,18,50,W
9/30/2017,Fresno State,Nevada,41,21,Visitor,2017-18,Regular,20,62,W
9/30/2017,Central Florida,Memphis,40,13,Visitor,2017-18,Regular,27,53,W
9/30/2017,Wake Forest,Florida State,19,26,Visitor,2017-18,Regular,-7,45,L
9/30/2017,NC State,Syracuse,33,25,Visitor,2017-18,Regular,8,58,W
9/30/2017,Kansas State,Baylor,33,20,Visitor,2017-18,Regular,13,53,W
9/30/2017,Wisconsin,Northwestern,33,24,Visitor,2017-18,Regular,9,57,W
9/30/2017,Tennessee,Georgia,0,41,Visitor,2017-18,Regular,-41,41,L
9/30/2017,Louisville,Murray State,55,10,Visitor,2017-18,Regular,45,65,W
9/30/2017,Virginia Tech,Clemson,17,31,Visitor,2017-18,Regular,-14,48,L
9/30/2017,Massachusetts,Ohio,50,58,Visitor,2017-18,Regular,-8,108,L
9/30/2017,Stanford,Arizona State,34,24,Visitor,2017-18,Regular,10,58,W
9/30/2017,UCLA,Colorado,27,23,Visitor,2017-18,Regular,4,50,W
9/30/2017,Arkansas,New Mexico State,42,24,Visitor,2017-18,Regular,18,66,W
9/30/2017,Oregon State,Washington,7,42,Visitor,2017-18,Regular,-35,49,L
9/30/2017,Rutgers,Ohio State,0,56,Visitor,2017-18,Regular,-56,56,L
9/30/2017,LSU,Troy,21,24,Visitor,2017-18,Regular,-3,45,L
9/30/2017,Florida Intl,Charlotte U,30,29,Visitor,2017-18,Regular,1,59,W
9/30/2017,Kentucky,Eastern Michigan,24,20,Visitor,2017-18,Regular,4,44,W
9/30/2017,Texas A&M,South Carolina,24,17,Visitor,2017-18,Regular,7,41,W
9/30/2017,Tulsa,Navy,21,31,Visitor,2017-18,Regular,-10,52,L
9/30/2017,East Carolina,South Florida,31,61,Visitor,2017-18,Regular,-30,92,L
9/30/2017,Hawaii,Colorado State,21,51,Visitor,2017-18,Regular,-30,72,L
9/30/2017,Southern Miss,North Texas,28,43,Visitor,2017-18,Regular,-15,71,L
9/30/2017,San Diego State,Northern Illinois,34,28,Visitor,2017-18,Regular,6,62,W
9/30/2017,Kent,Buffalo,13,27,Visitor,2017-18,Regular,-14,40,L
9/30/2017,Minnesota,Maryland,24,31,Visitor,2017-18,Regular,-7,55,L
9/30/2017,Bowling Green,Akron,23,34,Visitor,2017-18,Regular,-11,57,L
9/30/2017,Army,UTEP,35,21,Visitor,2017-18,Regular,14,56,W
9/30/2017,Cincinnati,Marshall,21,38,Visitor,2017-18,Regular,-17,59,L
10/4/2017,Georgia Southern,Arkansas State,25,43,Visitor,2017-18,Regular,-18,68,L
10/5/2017,NC State,Louisville,39,25,Visitor,2017-18,Regular,14,64,W
10/6/2017,BYU,Boise State,7,24,Visitor,2017-18,Regular,-17,31,L
10/6/2017,Connecticut,Memphis,31,70,Visitor,2017-18,Regular,-39,101,L
10/7/2017,Iowa,Illinois,45,16,Visitor,2017-18,Regular,29,61,W
10/7/2017,Boston College,Virginia Tech,10,23,Visitor,2017-18,Regular,-13,33,L
10/7/2017,Virginia,Duke,28,21,Visitor,2017-18,Regular,7,49,W
10/7/2017,Florida,LSU,16,17,Visitor,2017-18,Regular,-1,33,L
10/7/2017,Washington,California,38,7,Visitor,2017-18,Regular,31,45,W
10/7/2017,Ohio State,Maryland,62,14,Visitor,2017-18,Regular,48,76,W
10/7/2017,Purdue,Minnesota,31,17,Visitor,2017-18,Regular,14,48,W
10/7/2017,South Carolina,Arkansas,48,22,Visitor,2017-18,Regular,26,70,W
10/7/2017,Appalachian St,New Mexico State,45,31,Visitor,2017-18,Regular,14,76,W
10/7/2017,UAB,Louisiana Tech,23,22,Visitor,2017-18,Regular,1,45,W
10/7/2017,Tulane,Tulsa,62,28,Visitor,2017-18,Regular,34,90,W
10/7/2017,Texas,Kansas State,40,34,Visitor,2017-18,Regular,6,74,W
10/7/2017,Texas A&M,Alabama,19,27,Visitor,2017-18,Regular,-8,46,L
10/7/2017,Houston,SMU,35,22,Visitor,2017-18,Regular,13,57,W
10/7/2017,Middle Tenn St,Florida Intl,37,17,Visitor,2017-18,Regular,20,54,W
10/7/2017,Akron,Ball State,31,3,Visitor,2017-18,Regular,28,34,W
10/7/2017,Buffalo,Western Michigan,68,71,Visitor,2017-18,Regular,-3,139,L
10/7/2017,Charlotte U,Marshall,3,14,Visitor,2017-18,Regular,-11,17,L
10/7/2017,San Jose State,Fresno State,10,27,Visitor,2017-18,Regular,-17,37,L
10/7/2017,UTEP,Western Kentucky,14,15,Visitor,2017-18,Regular,-1,29,L
10/7/2017,Nevada,Hawaii,35,21,Visitor,2017-18,Regular,14,56,W
10/7/2017,Auburn,Mississippi,44,23,Visitor,2017-18,Regular,21,67,W
10/7/2017,Syracuse,Pittsburgh,27,24,Visitor,2017-18,Regular,3,51,W
